Measurement_Date;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
2017-04-01;13.53;57.0;8.67;984.73;5.33;0.3;-999.0;;8.5;8.93;24.0;2.0
2017-04-02;12.63;74.33;8.0;990.4;7.67;0.0;-999.0;;10.67;10.03;30.67;2.33
2017-04-03;13.77;73.67;6.67;994.43;2.67;0.0;-999.0;;11.43;10.97;24.0;2.0
2017-04-04;11.57;69.0;7.0;993.6;7.0;0.0;-999.0;;9.17;8.47;28.0;1.33
2017-04-05;12.07;59.0;7.67;994.47;8.0;0.0;-999.0;;7.97;7.93;30.67;2.0
2017-04-06;9.17;56.0;8.33;997.03;4.67;0.0;-999.0;;6.43;5.37;30.67;3.33
2017-04-07;9.83;60.67;7.67;995.97;3.33;0.0;-999.0;;7.07;5.9;30.67;1.67
2017-04-08;12.57;59.33;7.67;994.63;0.0;0.0;-999.0;;8.03;8.03;18.67;1.33
2017-04-09;15.8;57.67;7.67;994.67;0.0;0.0;-999.0;;9.4;10.4;10.67;0.67
2017-04-10;17.43;53.0;8.0;991.47;3.33;0.0;-999.0;;9.93;11.57;20.0;3.33
2017-04-11;10.93;58.0;8.0;996.13;7.67;0.0;-999.0;;7.3;6.9;29.33;2.33
2017-04-12;12.93;51.67;8.33;990.9;5.33;0.0;-999.0;;7.03;7.5;14.67;2.33
2017-04-13;13.53;57.33;8.67;988.13;7.67;0.0;-999.0;;8.67;9.1;17.33;1.67
2017-04-14;12.53;54.67;8.67;989.0;8.0;0.0;-999.0;;7.83;8.07;20.0;1.33
2017-04-15;10.1;83.67;7.33;989.9;8.0;3.0;-999.0;;10.4;8.67;13.33;1.67
2017-04-16;8.7;80.33;8.0;993.03;7.67;1.7;-999.0;;9.07;7.1;20.0;2.0
2017-04-17;8.47;79.67;7.67;989.9;7.67;4.9;-999.0;;8.77;6.77;22.67;2.67
2017-04-18;3.93;74.33;8.0;995.7;7.0;0.2;-999.0;;5.87;2.03;24.0;1.67
2017-04-19;4.17;75.67;7.67;1001.3;8.0;0.7;-999.0;;6.17;2.43;22.67;2.0
2017-04-20;5.8;53.67;8.0;1004.87;-330.67;0.0;-999.0;;4.73;2.1;13.33;2.67
2017-04-21;8.6;49.67;8.0;1001.87;2.67;0.0;-999.0;;4.9;3.67;16.0;1.33
2017-04-22;8.97;65.67;7.67;996.37;5.33;0.0;-999.0;;7.4;5.87;26.67;1.67
2017-04-23;8.3;60.33;8.0;995.4;6.33;0.0;-999.0;;6.17;4.63;30.67;2.0
2017-04-24;12.83;47.33;8.33;986.8;3.0;0.1;-999.0;;6.63;7.03;21.33;2.0
2017-04-25;10.03;72.0;7.33;980.53;8.0;20.0;-999.0;;8.6;7.33;30.67;2.0
2017-04-26;5.43;85.33;7.67;982.67;7.67;7.7;-999.0;;7.63;4.37;30.67;2.0
2017-04-27;5.07;88.0;6.33;986.97;8.0;3.4;-999.0;;7.7;4.2;25.33;1.33
2017-04-28;7.57;67.33;7.33;987.23;8.0;0.0;-999.0;;6.8;4.77;26.67;2.0
2017-04-29;10.43;53.67;8.33;988.5;0.0;0.0;-999.0;;6.33;5.83;29.33;1.67
2017-04-30;14.0;44.67;8.67;980.97;2.67;0.0;-999.0;;6.63;7.77;20.0;2.0
2017-05-01;9.03;75.0;9.0;986.0;8.0;4.2;-999.0;;8.63;6.9;18.67;3.33
2017-05-02;11.87;62.0;9.0;987.43;8.0;0.6;-999.0;;8.23;7.97;13.33;1.67
2017-05-03;12.7;71.67;9.0;988.93;7.0;1.3;-999.0;;10.43;9.9;10.67;2.0
2017-05-04;11.57;75.33;8.33;987.3;8.0;8.1;-999.0;;10.2;9.27;17.33;1.67
2017-05-05;14.13;70.33;8.0;988.73;2.67;0.0;-999.0;;11.03;10.93;22.67;2.0
2017-05-06;11.87;82.67;7.0;982.77;7.67;13.3;-999.0;;11.47;10.23;25.33;2.0
2017-05-07;12.47;87.67;8.0;987.63;7.33;8.6;-999.0;;12.67;11.3;20.0;3.33
2017-05-08;9.83;90.33;6.0;990.8;8.0;0.8;-999.0;;11.0;9.07;26.67;1.67
2017-05-09;11.13;68.33;8.0;988.8;5.33;0.0;-999.0;;8.83;8.13;29.33;2.67
2017-05-10;15.03;56.0;8.33;979.67;2.67;0.0;-999.0;;9.1;9.9;28.0;1.67
2017-05-11;16.53;70.67;8.67;972.3;8.0;0.2;-999.0;;13.23;13.27;21.33;1.67
2017-05-12;17.83;61.67;9.0;976.93;8.0;0.1;-999.0;;12.43;13.33;18.67;2.0
2017-05-13;18.07;65.33;8.67;985.77;5.0;0.0;-999.0;;13.37;14.0;24.0;2.67
2017-05-14;15.13;84.33;8.33;995.17;7.67;14.6;-999.0;;14.6;13.63;24.0;2.33
2017-05-15;18.2;60.0;8.67;1000.8;5.0;0.0;-999.0;;12.17;13.4;26.67;1.67
2017-05-16;20.07;58.0;8.0;999.03;6.33;0.0;-999.0;;13.27;14.67;30.67;2.0
2017-05-17;22.9;51.0;8.0;990.87;2.67;0.0;-999.0;;14.0;16.13;26.67;1.33
2017-05-18;20.47;63.0;8.33;985.1;8.0;10.1;-999.0;;15.17;15.93;17.33;2.33
2017-05-19;11.6;86.33;6.67;987.27;8.0;25.6;-999.0;;11.83;10.4;18.67;3.67
2017-05-20;13.1;67.67;8.33;995.23;4.67;0.0;-999.0;;9.8;9.67;16.0;1.67
2017-05-21;16.53;59.0;7.67;995.7;3.0;0.0;-999.0;;10.73;11.73;32.0;2.0
2017-05-22;20.03;50.67;8.0;989.67;3.0;0.0;-999.0;;11.63;13.73;24.0;1.67
2017-05-23;21.1;62.0;7.67;991.2;7.67;0.0;-999.0;;14.83;16.0;25.33;1.67
2017-05-24;19.47;56.67;7.0;995.4;8.0;0.0;-999.0;;12.57;14.13;30.67;1.67
2017-05-25;19.6;61.0;6.67;992.6;6.0;0.0;-999.0;;13.7;14.8;30.67;2.0
2017-05-26;21.93;54.0;7.33;989.83;0.0;0.0;-999.0;;13.97;15.7;29.33;2.0
2017-05-27;24.43;47.33;7.67;990.3;0.0;0.0;-999.0;;14.23;16.77;29.33;1.67
2017-05-28;26.23;50.67;7.33;990.33;7.67;0.0;-999.0;;17.1;18.9;25.33;1.67
2017-05-29;26.87;47.0;7.67;986.47;2.67;0.0;-999.0;;15.67;18.43;24.0;2.0
2017-05-30;23.47;59.33;8.0;987.93;7.67;2.3;-999.0;;17.0;18.0;22.67;2.0
2017-05-31;21.63;67.67;8.0;992.07;6.0;2.9;-999.0;;17.2;17.47;30.67;2.33
2017-06-01;21.23;74.67;7.67;992.4;8.0;11.5;-999.0;;18.67;18.03;32.0;1.67
2017-06-02;21.93;71.67;8.0;989.1;5.33;0.0;-999.0;;18.23;18.1;28.0;1.67
2017-06-03;20.77;75.67;7.67;985.87;6.33;27.0;-999.0;;18.47;17.8;21.33;2.0
2017-06-04;17.83;69.33;8.0;988.93;-328.33;5.0;-999.0;;13.9;14.23;28.0;2.0
2017-06-05;17.5;63.0;8.33;986.23;5.33;0.0;-999.0;;12.23;13.1;25.33;1.0
2017-06-06;16.17;67.67;8.0;980.73;8.0;5.9;-999.0;;12.57;12.7;17.33;3.0
2017-06-07;14.27;63.0;8.33;991.9;7.0;0.1;-999.0;;9.87;10.27;20.0;4.33
2017-06-08;19.17;52.0;8.33;990.63;5.33;0.0;-999.0;;10.83;12.83;28.0;1.33
2017-06-09;17.77;70.33;8.33;987.87;8.0;3.0;-999.0;;14.43;14.5;14.67;2.33
2017-06-10;20.73;62.0;8.33;992.83;2.67;0.0;-999.0;;14.5;15.67;30.67;1.67
2017-06-11;24.77;52.67;8.0;989.17;3.0;0.0;-999.0;;15.9;17.77;20.0;1.0
2017-06-12;22.33;63.33;8.33;989.57;7.33;0.0;-999.0;;16.77;17.47;32.0;2.33
2017-06-13;20.6;55.33;8.33;989.97;5.33;0.0;-999.0;;13.2;14.87;29.33;1.67
2017-06-14;21.73;66.67;8.0;988.33;5.33;0.0;-999.0;;17.1;17.3;32.0;1.67
2017-06-15;24.17;65.0;7.0;988.7;2.67;0.3;-999.0;;19.0;19.17;22.67;3.0
2017-06-16;21.3;55.67;8.33;994.0;6.67;0.0;-999.0;;13.9;15.53;22.67;2.33
2017-06-17;19.33;58.0;7.33;997.7;2.67;0.0;-999.0;;12.83;14.2;30.67;2.0
2017-06-18;23.5;50.33;8.0;993.53;4.67;0.0;-999.0;;14.0;16.4;32.0;2.67
2017-06-19;25.5;50.33;8.0;991.03;2.67;0.0;-999.0;;16.57;18.23;30.67;1.67
2017-06-20;28.7;49.33;8.0;988.3;3.33;0.0;-999.0;;18.53;20.43;26.67;2.0
2017-06-21;27.37;56.67;8.0;987.5;-333.0;0.0;-999.0;;20.0;20.67;32.0;1.67
2017-06-22;-658.13;-644.33;-663.33;986.93;-663.33;0.0;-999.0;;-659.7;-659.67;-666.0;2.33
2017-06-23;-658.1;-643.67;-663.33;988.87;-663.33;0.0;-999.0;;-659.4;-659.53;-655.33;2.0
2017-06-24;-999.0;-999.0;8.0;989.87;-331.33;0.0;-999.0;;-999.0;-999.0;28.0;2.0
2017-06-25;-999.0;-999.0;8.67;988.23;8.0;0.0;-999.0;;-999.0;-999.0;21.33;2.0
2017-06-26;-314.43;-306.0;9.0;984.23;2.67;8.1;-999.0;;-322.87;-320.67;28.0;1.67
2017-06-27;23.57;65.67;8.67;979.17;8.0;3.0;-999.0;;18.5;18.77;24.0;2.0
2017-06-28;21.63;62.67;9.0;973.0;8.0;1.2;-999.0;;15.8;16.7;17.33;3.0
2017-06-29;16.83;74.67;8.67;974.5;7.0;9.6;-999.0;;14.3;14.03;18.67;3.33
2017-06-30;19.37;51.0;8.67;980.5;2.33;0.0;-999.0;;11.27;13.27;20.0;3.0
2017-07-01;16.07;72.33;8.33;987.23;7.33;3.5;-999.0;;13.23;13.13;18.67;4.0
2017-07-02;17.13;77.0;7.67;993.57;7.67;1.0;-999.0;;14.83;14.5;21.33;2.0
2017-07-03;20.73;59.0;9.0;995.2;2.67;0.0;-999.0;;14.2;15.53;20.0;1.67
2017-07-04;23.13;53.67;8.67;992.47;-330.67;0.0;-999.0;;14.43;16.5;30.67;1.67
2017-07-05;25.63;48.67;8.33;989.73;2.33;0.0;-999.0;;15.27;17.8;29.33;1.67
2017-07-06;28.23;37.0;8.33;989.43;0.0;0.0;-999.0;;12.63;17.73;24.0;2.0
2017-07-07;28.4;43.67;8.33;989.47;7.0;0.0;-999.0;;17.1;19.57;14.67;3.0
2017-07-08;27.83;56.0;8.0;988.17;4.67;2.0;-999.0;;20.13;20.87;22.67;1.67
2017-07-09;22.8;75.67;7.33;985.77;8.0;2.3;-999.0;;20.6;19.53;20.0;1.67
2017-07-10;22.37;70.67;8.33;983.27;7.67;12.5;-999.0;;19.03;18.67;18.67;3.33
2017-07-11;21.4;62.33;9.0;987.37;7.67;0.0;-999.0;;15.83;16.63;18.67;2.67
2017-07-12;21.3;68.0;9.0;987.03;8.0;0.9;-999.0;;17.13;17.3;24.0;3.0
2017-07-13;19.53;62.0;8.67;992.27;2.67;0.1;-999.0;;13.57;14.67;30.67;2.0
2017-07-14;20.97;58.33;8.67;989.83;3.67;1.2;-999.0;;14.0;15.47;26.67;2.0
2017-07-15;18.87;52.33;9.0;995.33;5.0;0.0;-999.0;;11.1;13.0;32.0;2.0
2017-07-16;20.87;51.67;9.0;996.03;8.0;0.0;-999.0;;12.03;14.27;29.33;1.67
2017-07-17;24.57;52.0;9.0;992.3;0.67;0.0;-999.0;;15.53;17.57;30.67;1.67
2017-07-18;26.43;51.67;8.33;987.93;3.0;0.0;-999.0;;16.87;18.87;29.33;2.0
2017-07-19;28.5;42.33;8.33;984.6;3.67;0.1;-999.0;;15.33;18.87;24.0;2.33
2017-07-20;23.97;57.0;8.67;985.77;3.67;3.5;-999.0;;16.77;17.97;24.0;2.67
2017-07-21;21.3;71.67;7.0;985.27;5.0;6.2;-999.0;;17.77;17.63;25.33;2.67
2017-07-22;23.07;67.33;8.33;986.2;4.33;0.9;-999.0;;18.3;18.47;21.33;2.33
2017-07-23;20.27;58.0;9.0;989.77;8.0;0.3;-999.0;;13.47;14.9;20.0;3.33
2017-07-24;16.7;76.33;8.0;983.43;8.0;27.0;-999.0;;14.33;14.07;16.0;2.33
2017-07-25;15.57;82.33;8.67;984.47;8.0;14.1;-999.0;;14.57;13.77;22.67;2.33
2017-07-26;17.83;70.67;7.67;984.9;6.67;2.3;-999.0;;13.93;14.27;21.33;2.67
2017-07-27;19.5;77.67;8.67;984.03;7.67;11.0;-999.0;;17.4;16.8;17.33;3.33
2017-07-28;20.97;63.33;8.33;987.9;7.33;0.0;-999.0;;15.17;16.17;18.67;2.67
2017-07-29;23.5;57.0;8.33;987.9;2.0;0.0;-999.0;;15.9;17.33;26.67;1.33
2017-07-30;26.27;48.67;8.33;985.23;4.33;2.4;-999.0;;16.77;18.8;18.67;3.67
2017-07-31;24.3;69.33;8.33;986.8;7.0;0.0;-999.0;;20.4;19.83;25.33;1.67
2017-08-01;23.33;79.0;6.67;987.53;7.67;6.7;-999.0;;22.23;20.47;26.67;1.67
2017-08-02;25.73;68.67;7.67;990.67;7.0;0.0;-999.0;;21.87;21.0;24.0;1.67
2017-08-03;27.7;64.0;8.0;986.8;8.0;0.0;-999.0;;23.3;22.27;21.33;2.67
2017-08-04;24.43;53.0;8.67;988.33;7.0;0.7;-999.0;;16.2;17.9;18.67;3.0
2017-08-05;23.17;61.33;9.0;988.73;5.33;0.0;-999.0;;17.4;18.0;22.67;2.33
2017-08-06;20.57;53.33;9.0;994.03;2.67;0.0;-999.0;;12.47;14.47;20.0;1.67
2017-08-07;21.33;55.67;8.33;988.53;1.67;0.1;-999.0;;13.6;15.3;28.0;2.0
2017-08-08;19.8;73.67;8.67;984.57;8.0;1.1;-999.0;;17.0;16.7;20.0;2.33
2017-08-09;18.87;67.33;8.0;988.93;7.67;21.6;-999.0;;14.33;14.9;13.33;1.67
2017-08-10;13.77;87.67;7.67;992.43;8.0;16.2;-999.0;;13.8;12.6;18.67;1.67
2017-08-11;14.0;81.33;8.67;990.27;8.0;2.0;-999.0;;12.97;12.17;12.0;1.33
2017-08-12;17.7;67.0;8.33;992.7;-327.67;0.1;-999.0;;13.33;13.83;18.67;3.0
2017-08-13;20.23;70.0;8.33;992.43;5.33;0.0;-999.0;;16.3;16.47;29.33;1.67
2017-08-14;22.47;66.67;8.0;990.57;3.0;0.0;-999.0;;17.3;17.73;25.33;1.33
2017-08-15;24.43;61.0;8.33;990.13;6.0;1.0;-999.0;;17.6;18.6;17.33;2.33
2017-08-16;22.97;70.0;8.0;992.43;5.33;0.0;-999.0;;19.3;18.93;28.0;1.67
2017-08-17;23.93;62.0;8.0;990.8;7.67;0.0;-999.0;;17.6;18.43;22.67;2.33
2017-08-18;21.17;73.67;8.33;987.7;-327.67;37.4;-999.0;;17.4;17.33;18.67;2.0
2017-08-19;18.13;66.67;8.67;992.33;7.33;0.1;-999.0;;13.47;14.1;26.67;2.0
2017-08-20;17.53;64.0;8.33;996.1;-331.67;0.0;-999.0;;12.37;13.2;21.33;2.0
2017-08-21;17.5;62.0;8.67;995.4;5.0;0.0;-999.0;;11.9;12.93;28.0;1.33
2017-08-22;20.43;63.0;8.33;991.6;4.67;0.0;-999.0;;14.83;15.77;26.67;1.33
2017-08-23;22.13;67.0;8.33;988.1;-328.0;0.0;-999.0;;17.2;17.47;25.33;1.0
2017-08-24;22.63;64.0;8.0;989.93;7.0;0.0;-999.0;;17.03;17.73;17.33;1.33
2017-08-25;23.77;64.33;8.33;989.1;5.33;0.0;-999.0;;17.9;18.43;17.33;1.67
2017-08-26;26.5;42.33;8.33;988.27;5.33;0.3;-999.0;;14.53;17.7;20.0;3.0
2017-08-27;23.47;68.33;8.0;988.93;7.67;0.0;-999.0;;18.93;18.93;28.0;2.67
2017-08-28;23.0;73.33;6.67;989.4;2.67;0.0;-999.0;;20.27;19.4;30.67;1.67
2017-08-29;23.37;68.67;7.33;986.63;1.0;0.0;-999.0;;19.23;18.93;25.33;1.33
2017-08-30;24.53;61.33;8.0;983.33;7.67;2.8;-999.0;;18.07;18.77;25.33;1.67
2017-08-31;16.7;85.67;8.0;990.43;7.67;3.7;-999.0;;16.37;15.2;22.67;2.0
2017-09-01;15.37;81.0;8.0;991.17;7.0;0.3;-999.0;;14.03;13.37;32.0;1.33
2017-09-02;13.77;83.0;8.67;990.8;8.0;13.5;-999.0;;13.07;12.1;21.33;1.0
2017-09-03;15.57;66.0;8.67;988.93;5.33;0.0;-999.0;;11.5;11.83;18.67;1.67
2017-09-04;16.27;71.33;8.33;989.33;8.0;0.0;-999.0;;12.73;12.87;24.0;1.0
2017-09-05;21.53;63.33;8.33;991.4;7.67;0.1;-999.0;;15.67;16.6;16.0;2.0
2017-09-06;19.07;67.33;9.0;991.67;7.67;1.1;-999.0;;15.0;15.3;25.33;2.67
2017-09-07;15.2;76.67;8.0;990.2;5.67;0.3;-999.0;;13.1;12.7;14.67;0.67
2017-09-08;14.93;68.67;8.33;984.03;8.0;0.0;-999.0;;11.37;11.5;22.67;2.33
2017-09-09;16.17;65.67;9.0;975.23;8.0;1.4;-999.0;;12.1;12.5;18.67;4.0
2017-09-10;14.93;66.33;8.33;979.47;2.67;0.0;-999.0;;10.87;11.13;21.33;2.33
2017-09-11;16.2;58.0;9.0;977.4;7.0;2.2;-999.0;;10.63;11.57;20.0;3.67
2017-09-12;13.73;74.67;8.0;984.7;7.67;4.7;-999.0;;11.63;11.2;18.67;3.33
2017-09-13;18.53;61.0;9.0;984.07;8.0;0.0;-999.0;;13.2;14.0;20.0;5.0
2017-09-14;11.9;78.33;8.33;984.7;8.0;15.8;-999.0;;10.97;9.93;22.67;4.0
2017-09-15;13.3;66.67;8.67;986.07;5.33;0.0;-999.0;;9.8;9.73;28.0;1.67
2017-09-16;10.73;81.0;8.67;984.43;7.67;3.2;-999.0;;10.13;8.77;10.67;1.33
2017-09-17;11.0;81.67;8.33;986.23;7.0;4.3;-999.0;;10.6;9.27;18.67;1.67
2017-09-18;11.77;79.33;8.33;989.43;8.0;0.4;-999.0;;10.93;9.83;14.67;1.33
2017-09-19;11.5;82.0;8.0;991.03;8.0;6.1;-999.0;;11.1;9.87;25.33;1.33
2017-09-20;11.03;79.67;6.0;994.4;5.33;0.0;-999.0;;10.17;8.93;10.67;1.0
2017-09-21;10.97;82.33;7.67;992.37;4.0;0.0;-999.0;;10.7;9.17;25.33;1.33
2017-09-22;12.77;77.0;8.0;992.7;5.0;0.0;-999.0;;11.07;10.2;18.67;1.0
2017-09-23;14.63;77.67;7.67;993.3;4.33;0.0;-999.0;;12.77;12.13;26.67;1.33
2017-09-24;12.93;78.67;5.67;992.77;1.67;0.0;-999.0;;11.43;10.63;26.67;1.33
2017-09-25;12.93;82.33;5.33;991.17;4.67;0.0;-999.0;;12.17;11.13;12.0;1.33
2017-09-26;13.63;81.0;7.0;993.13;7.0;0.0;-999.0;;12.53;11.53;29.33;1.33
2017-09-27;15.67;80.0;7.0;994.47;5.33;0.0;-999.0;;14.03;13.43;29.33;1.0
2017-09-28;16.23;74.33;7.67;996.13;8.0;0.1;-999.0;;13.2;13.17;17.33;1.67
2017-09-29;18.13;74.0;7.67;993.9;7.67;0.0;-999.0;;15.03;15.0;12.0;0.67
2017-09-30;14.87;84.0;6.67;989.87;8.0;6.7;-999.0;;13.87;13.0;29.33;1.67
2017-10-01;11.67;86.67;6.0;994.0;5.33;0.0;-999.0;;11.83;10.43;17.33;1.0
2017-10-02;16.5;74.0;9.0;991.7;8.0;15.6;-999.0;;14.0;13.73;18.67;3.67
2017-10-03;12.8;81.33;7.33;993.47;6.0;7.4;-999.0;;11.87;10.9;20.0;1.67
2017-10-04;10.53;76.67;7.67;997.17;-327.67;0.0;-999.0;;9.6;8.3;20.0;1.67
2017-10-05;15.83;62.67;7.67;989.63;7.33;6.4;-999.0;;10.97;11.63;20.0;3.67
2017-10-06;9.53;80.67;7.33;994.03;5.33;0.6;-999.0;;9.47;7.77;17.33;2.0
2017-10-07;11.2;72.0;8.67;995.3;8.0;3.2;0.0;;9.37;8.5;20.0;2.67
2017-10-08;11.63;83.33;8.33;991.9;8.0;2.9;0.0;;11.4;10.13;18.67;3.0
2017-10-09;12.0;85.0;8.33;992.97;7.67;1.6;0.0;;11.87;10.57;12.0;1.67
2017-10-10;11.97;81.67;8.67;992.87;8.0;0.0;0.0;;11.33;10.1;17.33;1.67
2017-10-11;13.27;76.33;8.33;992.3;2.67;0.0;0.0;;11.33;10.63;10.67;1.67
2017-10-12;17.13;68.0;9.0;996.93;8.0;0.0;0.0;;13.27;13.6;20.0;3.67
2017-10-13;12.87;79.67;6.67;999.33;0.67;0.0;0.0;;11.53;10.53;16.0;1.0
2017-10-14;12.7;85.0;6.0;999.33;0.33;0.0;0.0;;12.4;10.97;21.33;1.0
2017-10-15;13.57;81.33;6.0;997.67;0.0;0.0;0.0;;12.3;11.27;17.33;0.67
2017-10-16;14.43;74.67;8.0;996.97;0.0;0.0;0.0;;11.93;11.33;21.33;1.0
2017-10-17;13.5;68.0;7.67;993.63;7.0;0.0;0.0;;9.53;9.47;10.67;0.67
2017-10-18;12.2;72.33;8.0;987.73;2.67;0.0;0.0;;9.87;9.07;17.33;1.33
2017-10-19;13.9;72.0;8.0;985.5;5.33;0.0;0.0;;11.03;10.8;12.0;0.67
2017-10-20;15.27;73.67;7.67;987.97;8.0;0.6;0.0;;12.73;12.5;16.0;3.0
2017-10-21;17.0;73.67;7.33;989.43;8.0;6.3;0.0;;13.93;13.93;21.33;2.0
2017-10-22;10.5;71.67;8.67;991.23;8.0;2.0;0.0;;9.03;7.93;21.33;4.0
2017-10-23;10.23;80.0;8.67;995.3;7.67;2.4;0.0;;9.93;8.43;20.0;2.33
2017-10-24;12.3;80.33;9.0;997.67;8.0;0.0;0.0;;11.3;10.33;17.33;2.0
2017-10-25;13.77;83.0;8.33;996.27;8.0;0.0;0.0;;12.87;11.9;18.67;1.33
2017-10-26;11.97;90.0;7.0;997.13;-330.33;0.0;0.0;;12.63;10.97;14.67;0.67
2017-10-27;11.67;83.0;8.33;999.13;6.67;1.8;0.0;;11.47;10.17;24.0;1.33
2017-10-28;8.07;76.67;8.0;998.33;-327.67;0.0;0.0;;8.2;6.07;18.67;2.33
2017-10-29;9.2;86.33;7.33;989.13;7.0;7.2;0.0;;10.03;8.03;21.33;4.0
2017-10-30;3.8;84.67;6.33;997.77;1.67;0.0;0.0;;6.73;2.6;12.0;1.0
2017-10-31;3.17;82.33;8.0;998.9;0.33;0.0;0.0;;6.37;1.87;22.67;1.33
2017-11-01;6.63;76.33;8.0;995.3;5.33;0.0;0.0;;7.27;4.47;10.67;0.67
2017-11-02;13.8;60.0;8.0;989.47;8.0;0.0;0.0;;9.5;9.77;20.0;3.33
2017-11-03;10.93;84.0;7.0;987.67;3.0;0.0;0.0;;10.8;9.37;25.33;1.33
2017-11-04;11.83;79.33;7.33;983.7;8.0;5.8;0.0;;10.8;9.67;18.67;2.33
2017-11-05;9.03;92.67;8.0;983.7;8.0;17.2;0.0;;10.73;8.43;17.33;2.0
2017-11-06;5.27;86.67;7.67;993.1;7.67;0.0;0.0;;7.67;4.3;32.0;2.0
2017-11-07;4.7;93.67;5.67;989.77;7.67;3.6;0.0;;8.03;4.27;20.0;1.33
2017-11-08;6.0;91.33;6.67;989.83;8.0;1.8;0.0;;8.6;5.37;16.0;1.67
2017-11-09;6.27;90.0;6.33;995.77;8.0;0.2;0.0;;8.57;5.53;25.33;1.33
2017-11-10;6.43;80.67;7.0;993.83;7.67;2.8;0.0;;7.87;5.03;20.0;3.67
2017-11-11;8.4;84.67;7.67;987.03;8.0;17.0;0.0;;9.4;7.17;20.0;3.67
2017-11-12;7.3;90.67;8.0;976.53;6.0;14.7;0.0;;9.33;6.5;21.33;2.67
2017-11-13;4.07;92.0;7.33;988.53;8.0;1.9;0.0;;7.53;3.53;13.33;1.33
2017-11-14;1.63;87.0;6.33;997.4;2.67;0.0;0.0;;5.87;0.73;28.0;1.33
2017-11-15;-0.77;99.33;3.0;997.67;8.0;0.0;0.0;;5.7;-0.83;25.33;1.33
2017-11-16;0.97;88.67;6.67;996.53;8.0;0.0;0.0;;5.8;0.27;29.33;1.33
2017-11-17;3.23;86.67;6.33;997.67;8.0;0.1;0.0;;6.7;2.37;30.67;1.33
2017-11-18;5.07;82.0;7.0;995.67;8.0;4.2;0.0;;7.2;3.8;24.0;2.0
2017-11-19;4.87;80.0;8.33;992.9;5.33;0.0;0.0;;6.9;3.43;18.67;2.67
2017-11-20;2.93;84.0;7.33;994.6;8.0;3.5;0.0;;6.37;1.8;24.0;2.67
2017-11-21;10.77;65.67;9.0;990.23;7.33;0.0;0.0;;8.37;7.6;18.67;3.0
2017-11-22;11.27;56.67;8.67;985.07;7.33;0.0;0.0;;7.1;6.77;12.0;2.67
2017-11-23;11.03;60.67;8.67;984.4;6.67;0.0;0.0;;7.73;7.13;22.67;2.33
2017-11-24;11.87;72.67;8.0;986.3;8.0;19.3;0.0;;10.07;9.27;18.67;2.67
2017-11-25;6.57;86.67;7.67;985.8;8.0;16.5;0.0;;8.5;5.6;17.33;3.0
2017-11-26;3.3;80.0;8.33;998.1;7.67;0.2;0.0;;6.2;2.0;20.0;3.0
2017-11-27;5.57;68.67;9.0;996.23;8.0;0.4;0.0;;6.23;3.27;18.67;4.33
2017-11-28;4.7;82.0;7.67;982.4;7.33;14.9;0.0;;6.9;3.33;20.0;3.67
2017-11-29;2.67;87.0;8.0;978.63;7.33;2.8;0.0;;6.43;1.83;17.33;1.67
2017-11-30;1.97;87.0;8.33;979.5;8.0;5.3;0.0;;6.1;1.13;17.33;2.67
2017-12-01;0.47;86.0;7.67;984.83;6.0;0.0;0.0;;5.4;-0.33;18.67;1.33
2017-12-02;-0.2;84.67;6.33;994.13;5.0;0.0;0.0;;5.03;-1.13;32.0;2.33
2017-12-03;-0.8;80.33;6.33;999.03;7.67;1.1;0.0;;4.5;-1.93;13.33;1.33
2017-12-04;1.57;90.33;6.67;1004.37;7.67;0.6;0.0;;6.2;1.0;21.33;1.33
2017-12-05;3.33;89.0;6.67;1008.73;7.67;0.0;0.0;;6.9;2.6;26.67;1.33
2017-12-06;2.07;85.0;7.0;1005.87;5.33;0.0;0.0;;6.03;1.13;20.0;1.67
2017-12-07;6.43;60.33;7.67;994.67;2.67;0.6;0.0;;5.77;3.33;18.67;3.67
2017-12-08;5.37;77.33;8.0;986.2;8.0;3.1;0.0;;7.0;3.77;18.67;3.33
2017-12-09;0.6;74.0;8.67;990.13;3.33;0.0;0.0;;4.73;-0.93;18.67;3.0
2017-12-10;3.0;78.33;8.0;966.37;7.67;6.3;0.0;;6.0;1.47;18.67;2.33
2017-12-11;7.87;88.0;6.0;956.27;7.67;18.2;0.0;;9.4;6.9;20.0;2.67
2017-12-12;4.03;71.33;9.0;983.9;8.0;0.0;0.0;;5.8;2.1;18.67;3.33
2017-12-13;5.83;60.0;9.0;983.67;5.33;5.9;0.0;;5.53;2.77;16.0;3.67
2017-12-14;5.6;77.0;9.0;974.43;8.0;0.4;0.0;;7.0;3.9;20.0;3.67
2017-12-15;5.33;68.67;9.0;972.3;6.67;0.5;0.0;;6.2;3.1;17.33;4.33
2017-12-16;1.77;94.0;6.67;984.37;7.33;4.9;0.0;;6.53;1.4;18.67;1.67
2017-12-17;2.03;78.67;8.0;996.93;8.0;1.4;0.0;;5.57;0.7;17.33;1.67
2017-12-18;1.77;90.67;7.67;994.6;7.33;1.7;1.0;;6.3;1.17;17.33;2.0
