Measurement_Date;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
19.11.2016;66.000.000.000.000.000;87.0;9.0;983.0;8.0;05. Jan;-999.0;;08. Mai;5.633.333.333.333.330;14.666.666.666.666.600;26.666.666.666.666.600
20.11.2016;8.933.333.333.333.330;68.0;8.0;9.769.666.666.666.660;8.0;0.0;-999.0;;07. Feb;5.533.333.333.333.330;17.333.333.333.333.300;23.333.333.333.333.300
21.11.2016;8.799.999.999.999.990;75.0;8.333.333.333.333.330;9.753.666.666.666.660;8.0;0.0;-999.0;;8.466.666.666.666.660;6.666.666.666.666.660;20.0;16.666.666.666.666.600
22.11.2016;9.933.333.333.333.330;84.0;7.666.666.666.666.660;9.839.333.333.333.330;8.0;0.0;-999.0;;10.266.666.666.666.600;8.533.333.333.333.330;18.666.666.666.666.600;13.333.333.333.333.300
23.11.2016;06. Aug;9.833.333.333.333.330;5.0;9.875.666.666.666.660;8.0;0.0;-999.0;;9.733.333.333.333.330;6.666.666.666.666.660;20.0;0.6666666666666666
24.11.2016;6.266.666.666.666.660;98.0;5.666.666.666.666.660;9.865.333.333.333.330;8.0;0.0;-999.0;;9.366.666.666.666.660;6.133.333.333.333.330;29.333.333.333.333.300;13.333.333.333.333.300
25.11.2016;5.766.666.666.666.660;8.966.666.666.666.660;5.333.333.333.333.330;9.865.333.333.333.330;8.0;0.0;-999.0;;8.333.333.333.333.330;4.966.666.666.666.660;20.0;13.333.333.333.333.300
26.11.2016;07. Jul;88.0;6.666.666.666.666.660;9.894.333.333.333.330;8.0;0.0;-999.0;;9.266.666.666.666.660;6.733.333.333.333.330;29.333.333.333.333.300;1.0
27.11.2016;6.466.666.666.666.660;9.166.666.666.666.660;6.0;9.896.999.999.999.990;8.0;0.0;-999.0;;08. Sep;5.866.666.666.666.660;21.333.333.333.333.300;13.333.333.333.333.300
28.11.2016;3.033.333.333.333.330;58.666.666.666.666.600;8.333.333.333.333.330;9.944.333.333.333.330;8.0;0.0;-999.0;;4.233.333.333.333.330;0.0666666666666667;16.0;23.333.333.333.333.300
29.11.2016;-10.999.999.999.999.900;6.666.666.666.666.660;7.666.666.666.666.660;10.021.333.333.333.300;8.0;0.0;-999.0;;36.999.999.999.999.900;-2.966.666.666.666.660;16.0;1.0
30.11.2016;-19.666.666.666.666.600;78.0;7.333.333.333.333.330;1005.1;8.0;0.0;-999.0;;4.033.333.333.333.330;-31.666.666.666.666.600;29.333.333.333.333.300;16.666.666.666.666.600
01.12.2016;-0.1666666666666666;8.633.333.333.333.330;5.666.666.666.666.660;10.003.000.000.000.000;8.0;0.0;-999.0;;5.166.666.666.666.660;-10.666.666.666.666.600;13.333.333.333.333.300;1.0
02.12.2016;0.7333333333333333;84.0;6.666.666.666.666.660;9.947.333.333.333.330;8.0;0.0;-999.0;;5.366.666.666.666.660;-0.3333333333333335;26.666.666.666.666.600;1.0
03.12.2016;01. Jan;95.0;4.333.333.333.333.330;9.928.000.000.000.000;8.0;0.0;-999.0;;06. Mrz;0.7666666666666666;16.0;13.333.333.333.333.300
04.12.2016;-2.966.666.666.666.660;8.766.666.666.666.660;5.666.666.666.666.660;9.969.666.666.666.660;8.0;0.0;-999.0;;4.333.333.333.333.330;-35.666.666.666.666.600;18.666.666.666.666.600;1.0
05.12.2016;-24.666.666.666.666.600;9.133.333.333.333.330;4.0;999.0;8.0;0.1;-999.0;;4.666.666.666.666.660;-28.333.333.333.333.300;20.0;0.6666666666666666
06.12.2016;-2.9;97.0;36.666.666.666.666.600;10.030.666.666.666.600;8.0;0.2;-999.0;;04. Aug;-3.0;29.333.333.333.333.300;1.0
07.12.2016;-24.333.333.333.333.300;9.733.333.333.333.330;3.0;10.062.333.333.333.300;8.0;0.1;-999.0;;4.966.666.666.666.660;-2.533.333.333.333.330;28.0;1.0
08.12.2016;-0.033333333333333215;9.166.666.666.666.660;6.0;1004.9;8.0;0.0;-999.0;;5.666.666.666.666.660;-0.5333333333333332;21.333.333.333.333.300;0.6666666666666666
09.12.2016;30.666.666.666.666.600;77.0;7.333.333.333.333.330;10.033.333.333.333.300;7.666.666.666.666.660;0.0;-999.0;;05. Jul;12.333.333.333.333.300;12.0;0.6666666666666666
10.12.2016;2.066.666.666.666.660;76.0;6.666.666.666.666.660;998.9;8.0;0.0;-999.0;;5.166.666.666.666.660;0.2333333333333334;17.333.333.333.333.300;1.0
11.12.2016;3.766.666.666.666.660;83.0;7.333.333.333.333.330;9.968.000.000.000.000;8.0;0.6;-999.0;;06. Jul;02. Jun;22.666.666.666.666.600;16.666.666.666.666.600
12.12.2016;20.333.333.333.333.300;9.033.333.333.333.330;4.0;998.5;8.0;0.0;-999.0;;6.333.333.333.333.330;01. Mrz;17.333.333.333.333.300;1.0
13.12.2016;-11.333.333.333.333.300;9.933.333.333.333.330;36.666.666.666.666.600;998.4;8.0;0.3;-999.0;;56.000.000.000.000.000;-11.666.666.666.666.600;26.666.666.666.666.600;13.333.333.333.333.300
14.12.2016;25.666.666.666.666.600;94.0;36.666.666.666.666.600;9.963.000.000.000.000;8.0;0.0;-999.0;;68.999.999.999.999.900;21.333.333.333.333.300;18.666.666.666.666.600;1.0
15.12.2016;-0.6;100.0;1.0;9.978.000.000.000.000;8.0;0.0;-999.0;;5.866.666.666.666.660;-0.6;18.666.666.666.666.600;0.6666666666666666
16.12.2016;-0.9666666666666668;9.966.666.666.666.660;33.333.333.333.333.300;1001.4;8.0;0.0;-999.0;;05. Jul;-0.9666666666666668;22.666.666.666.666.600;1.0
17.12.2016;-0.5333333333333333;98.0;4.333.333.333.333.330;10.090.333.333.333.300;8.0;0.0;-999.0;;05. Aug;-0.6;28.0;13.333.333.333.333.300
18.12.2016;14.333.333.333.333.300;9.933.333.333.333.330;36.666.666.666.666.600;10.064.666.666.666.600;8.0;0.0;-999.0;;6.766.666.666.666.660;14.333.333.333.333.300;20.0;1.0
19.12.2016;02. Mai;8.166.666.666.666.660;6.666.666.666.666.660;9.959.333.333.333.330;8.0;0.0;-999.0;;5.833.333.333.333.330;11.666.666.666.666.600;20.0;13.333.333.333.333.300
20.12.2016;-0.8333333333333334;97.0;4.666.666.666.666.660;9.941.666.666.666.660;8.0;0.0;-999.0;;5.566.666.666.666.660;-1.0;26.666.666.666.666.600;1.0
21.12.2016;-13.333.333.333.333.300;9.733.333.333.333.330;4.0;1001.5;8.0;0.0;-999.0;;53.999.999.999.999.900;-14.666.666.666.666.600;25.333.333.333.333.300;13.333.333.333.333.300
22.12.2016;0.3;9.366.666.666.666.660;5.666.666.666.666.660;10.030.333.333.333.300;8.0;03. Jan;-999.0;;58.999.999.999.999.900;-0.06666666666666672;20.0;1.0
23.12.2016;5.433.333.333.333.330;99.0;4.666.666.666.666.660;10.059.666.666.666.600;8.0;0.2;-999.0;;8.933.333.333.333.330;5.366.666.666.666.660;21.333.333.333.333.300;13.333.333.333.333.300
24.12.2016;8.133.333.333.333.330;7.933.333.333.333.330;9.0;10.038.000.000.000.000;8.0;0.0;-999.0;;8.633.333.333.333.330;6.533.333.333.333.330;18.666.666.666.666.600;36.666.666.666.666.600
25.12.2016;8.933.333.333.333.330;7.033.333.333.333.330;8.333.333.333.333.330;10.036.666.666.666.600;8.0;0.0;-999.0;;8.033.333.333.333.330;6.466.666.666.666.660;20.0;4.0
26.12.2016;78.999.999.999.999.900;8.133.333.333.333.330;8.333.333.333.333.330;10.038.666.666.666.600;8.0;01. Mai;-999.0;;8.633.333.333.333.330;6.366.666.666.666.660;17.333.333.333.333.300;3.0
27.12.2016;01. Jul;8.366.666.666.666.660;7.333.333.333.333.330;10.133.666.666.666.600;8.0;0.0;-999.0;;56.000.000.000.000.000;0.49999999999999994;21.333.333.333.333.300;0.6666666666666666
28.12.2016;-15.666.666.666.666.600;9.066.666.666.666.660;6.0;10.143.333.333.333.300;8.0;0.0;-999.0;;48.999.999.999.999.900;-2.066.666.666.666.660;28.0;13.333.333.333.333.300
29.12.2016;-29.333.333.333.333.300;99.0;23.333.333.333.333.300;10.098.666.666.666.600;8.0;0.0;-999.0;;4.866.666.666.666.660;-3.0;22.666.666.666.666.600;1.0
30.12.2016;-4.166.666.666.666.660;9.633.333.333.333.330;33.333.333.333.333.300;1009.4;8.0;0.0;-999.0;;04. Mrz;-4.3;18.666.666.666.666.600;0.6666666666666666
31.12.2016;-4.133.333.333.333.330;9.666.666.666.666.660;4.0;10.053.333.333.333.300;8.0;0.1;-999.0;;4.333.333.333.333.330;-4.266.666.666.666.660;18.666.666.666.666.600;0.6666666666666666
01.01.2017;-21.333.333.333.333.300;9.433.333.333.333.330;4.666.666.666.666.660;9.940.333.333.333.330;8.0;0.0;-999.0;;5.0;-23.333.333.333.333.300;21.333.333.333.333.300;1.0
02.01.2017;-0.3666666666666667;9.733.333.333.333.330;4.666.666.666.666.660;994.9;8.0;03. Apr;-999.0;;5.766.666.666.666.660;-0.5333333333333333;21.333.333.333.333.300;1.0
03.01.2017;-2.6;96.0;4.0;9.999.666.666.666.660;8.0;0.0;4.0;;4.866.666.666.666.660;-27.999.999.999.999.900;22.666.666.666.666.600;1.0
04.01.2017;0.26666666666666666;8.233.333.333.333.330;7.666.666.666.666.660;9.922.333.333.333.330;8.0;02. Feb;3.0;;5.133.333.333.333.330;-0.7333333333333333;20.0;4.0
05.01.2017;-19.666.666.666.666.600;87.0;5.666.666.666.666.660;9.992.666.666.666.660;8.0;01. Feb;3.0;;4.566.666.666.666.660;-26.333.333.333.333.300;25.333.333.333.333.300;16.666.666.666.666.600
06.01.2017;-8.6;8.166.666.666.666.660;7.666.666.666.666.660;10.091.333.333.333.300;8.0;0.0;4.0;;02. Jun;-9.133.333.333.333.330;30.666.666.666.666.600;13.333.333.333.333.300
07.01.2017;-7.033.333.333.333.330;7.666.666.666.666.660;7.0;10.060.333.333.333.300;8.0;0.6;4.0;;2.766.666.666.666.660;-7.866.666.666.666.660;10.666.666.666.666.600;0.6666666666666666
08.01.2017;-11.666.666.666.666.600;9.033.333.333.333.330;6.0;10.026.999.999.999.900;8.0;0.1;5.0;;5.033.333.333.333.330;-1.7;8.0;0.3333333333333333
09.01.2017;0.1666666666666667;8.466.666.666.666.660;6.333.333.333.333.330;998.6;8.0;0.7;5.0;;5.233.333.333.333.330;-0.7000000000000001;20.0;13.333.333.333.333.300
10.01.2017;0.6333333333333333;9.733.333.333.333.330;5.666.666.666.666.660;9.827.666.666.666.660;8.0;09. Feb;5.0;;6.233.333.333.333.330;0.5;20.0;1.0
11.01.2017;03. Apr;84.0;7.666.666.666.666.660;986.9;8.0;1.0;3.0;;06. Mai;02. Mrz;20.0;33.333.333.333.333.300
12.01.2017;6.466.666.666.666.660;8.233.333.333.333.330;7.666.666.666.666.660;9.845.333.333.333.330;7.666.666.666.666.660;0.8;-999.0;;7.933.333.333.333.330;5.133.333.333.333.330;18.666.666.666.666.600;36.666.666.666.666.600
13.01.2017;19.333.333.333.333.300;7.766.666.666.666.660;8.666.666.666.666.660;9.791.999.999.999.990;7.666.666.666.666.660;0.8;-999.0;;5.466.666.666.666.660;0.5333333333333333;20.0;33.333.333.333.333.300
14.01.2017;13.333.333.333.333.300;90.0;7.333.333.333.333.330;987.5;7.666.666.666.666.660;03. Feb;-999.0;;61.000.000.000.000.000;0.7666666666666667;20.0;23.333.333.333.333.300
15.01.2017;-0.9666666666666668;9.466.666.666.666.660;5.666.666.666.666.660;993.4;8.0;02. Jun;3.0;;53.999.999.999.999.900;-12.333.333.333.333.300;14.666.666.666.666.600;13.333.333.333.333.300
16.01.2017;-21.333.333.333.333.300;88.0;6.666.666.666.666.660;9.952.666.666.666.660;7.666.666.666.666.660;0.0;4.0;;4.566.666.666.666.660;-2.766.666.666.666.660;13.333.333.333.333.300;13.333.333.333.333.300
17.01.2017;-33.000.000.000.000.000;7.266.666.666.666.660;7.666.666.666.666.660;10.012.333.333.333.300;4.666.666.666.666.660;0.0;3.0;;03. Apr;-4.633.333.333.333.330;13.333.333.333.333.300;2.0
18.01.2017;-46.000.000.000.000.000;69.0;7.333.333.333.333.330;10.026.333.333.333.300;0.6666666666666666;0.0;4.0;;2.966.666.666.666.660;-5.933.333.333.333.330;21.333.333.333.333.300;2.0
19.01.2017;-7.333.333.333.333.330;8.333.333.333.333.330;4.333.333.333.333.330;10.035.666.666.666.600;0.3333333333333333;0.0;4.0;;02. Sep;-7.833.333.333.333.330;21.333.333.333.333.300;13.333.333.333.333.300
20.01.2017;-76.000.000.000.000.000;8.533.333.333.333.330;5.333.333.333.333.330;10.026.666.666.666.600;0.3333333333333333;0.0;4.0;;29.333.333.333.333.300;-8.066.666.666.666.660;12.0;0.6666666666666666
21.01.2017;-6.733.333.333.333.330;8.433.333.333.333.330;5.333.333.333.333.330;9.999.666.666.666.660;16.666.666.666.666.600;0.0;4.0;;31.333.333.333.333.300;-7.333.333.333.333.330;18.666.666.666.666.600;0.6666666666666666
22.01.2017;-78.999.999.999.999.900;9.366.666.666.666.660;4.666.666.666.666.660;9.966.999.999.999.990;5.666.666.666.666.660;0.3;4.0;;3.266.666.666.666.660;-78.999.999.999.999.900;29.333.333.333.333.300;1.0
23.01.2017;-6.666.666.666.666.660;94.0;4.666.666.666.666.660;9.968.000.000.000.000;7.666.666.666.666.660;0.4;5.0;;3.466.666.666.666.660;-6.633.333.333.333.330;29.333.333.333.333.300;1.0
24.01.2017;-56.000.000.000.000.000;89.0;5.666.666.666.666.660;998.5;7.666.666.666.666.660;0.0;5.0;;03. Jun;-58.999.999.999.999.900;26.666.666.666.666.600;1.0
25.01.2017;-6.533.333.333.333.330;83.0;6.0;9.990.333.333.333.330;7.666.666.666.666.660;0.0;5.0;;30.666.666.666.666.600;-7.0;22.666.666.666.666.600;1.0
26.01.2017;-7.0;78.0;5.666.666.666.666.660;9.956.333.333.333.330;26.666.666.666.666.600;0.0;5.0;;2.766.666.666.666.660;-7.833.333.333.333.330;24.0;1.0
27.01.2017;-5.133.333.333.333.330;80.0;5.333.333.333.333.330;992.0;8.0;0.0;5.0;;03. Apr;-6.0;17.333.333.333.333.300;1.0
28.01.2017;-1.5;8.033.333.333.333.330;6.0;9.914.333.333.333.330;7.333.333.333.333.330;0.0;5.0;;4.366.666.666.666.660;-26.333.333.333.333.300;10.666.666.666.666.600;0.6666666666666666
29.01.2017;3.266.666.666.666.660;8.366.666.666.666.660;7.666.666.666.666.660;9.941.666.666.666.660;5.666.666.666.666.660;0.2;5.0;;6.466.666.666.666.660;20.666.666.666.666.600;16.0;2.0
30.01.2017;7.033.333.333.333.330;7.766.666.666.666.660;8.0;9.883.666.666.666.660;7.666.666.666.666.660;06. Jul;2.0;;7.833.333.333.333.330;05. Mrz;16.0;3.0
31.01.2017;7.566.666.666.666.660;94.0;7.0;9.871.666.666.666.660;8.0;04. Sep;-999.0;;9.799.999.999.999.990;7.066.666.666.666.660;24.0;26.666.666.666.666.600
01.02.2017;33.000.000.000.000.000;98.0;4.333.333.333.333.330;9.883.333.333.333.330;8.0;0.8;-999.0;;7.633.333.333.333.330;31.999.999.999.999.900;29.333.333.333.333.300;1.0
02.02.2017;6.599.999.999.999.990;9.133.333.333.333.330;6.0;9.825.666.666.666.660;7.666.666.666.666.660;0.8;-999.0;;8.933.333.333.333.330;5.866.666.666.666.660;14.666.666.666.666.600;13.333.333.333.333.300
03.02.2017;08. Aug;75.0;9.0;979.9;-3.276.666.666.666.660;0.2;-999.0;;8.466.666.666.666.660;06. Jul;16.0;33.333.333.333.333.300
04.02.2017;5.366.666.666.666.660;7.933.333.333.333.330;9.0;9.743.666.666.666.660;8.0;02. Mrz;-999.0;;71.000.000.000.000.000;38.000.000.000.000.000;20.0;33.333.333.333.333.300
05.02.2017;3.366.666.666.666.660;9.433.333.333.333.330;7.0;9.746.999.999.999.990;7.666.666.666.666.660;16. Jun;-999.0;;7.400.000.000.000.000;3.0;18.666.666.666.666.600;0.6666666666666666
06.02.2017;04. Mai;90.0;7.333.333.333.333.330;9.879.666.666.666.660;8.0;0.0;-999.0;;76.000.000.000.000.000;38.000.000.000.000.000;20.0;13.333.333.333.333.300
07.02.2017;4.866.666.666.666.660;8.733.333.333.333.330;6.666.666.666.666.660;9.885.333.333.333.330;8.0;02. Jan;-999.0;;7.533.333.333.333.330;39.666.666.666.666.600;12.0;1.0
08.02.2017;43.999.999.999.999.900;9.266.666.666.666.660;5.666.666.666.666.660;9.916.999.999.999.990;7.666.666.666.666.660;0.2;-999.0;;7.733.333.333.333.330;03. Sep;30.666.666.666.666.600;16.666.666.666.666.600
09.02.2017;15.333.333.333.333.300;7.733.333.333.333.330;6.333.333.333.333.330;993.6;8.0;0.0;-999.0;;05. Feb;0.06666666666666661;22.666.666.666.666.600;23.333.333.333.333.300
10.02.2017;0.4666666666666666;9.433.333.333.333.330;5.333.333.333.333.330;9.906.999.999.999.990;7.666.666.666.666.660;0.6;-999.0;;5.966.666.666.666.660;0.13333333333333333;29.333.333.333.333.300;13.333.333.333.333.300
11.02.2017;03. Jan;8.833.333.333.333.330;5.333.333.333.333.330;9.900.666.666.666.660;8.0;0.4;-999.0;;06. Jul;22.666.666.666.666.600;20.0;1.0
12.02.2017;3.466.666.666.666.660;96.0;4.666.666.666.666.660;9.946.333.333.333.330;8.0;0.0;-999.0;;7.566.666.666.666.660;31.999.999.999.999.900;28.0;13.333.333.333.333.300
13.02.2017;15.333.333.333.333.300;8.666.666.666.666.660;5.333.333.333.333.330;996.5;-330.0;0.0;-999.0;;5.933.333.333.333.330;0.6999999999999998;26.666.666.666.666.600;16.666.666.666.666.600
14.02.2017;17.333.333.333.333.300;8.266.666.666.666.660;5.666.666.666.666.660;10.006.333.333.333.300;1.0;0.0;-999.0;;5.666.666.666.666.660;0.5;26.666.666.666.666.600;13.333.333.333.333.300
15.02.2017;04. Jul;7.933.333.333.333.330;5.0;10.057.666.666.666.600;33.333.333.333.333.300;0.0;-999.0;;6.633.333.333.333.330;2.966.666.666.666.660;18.666.666.666.666.600;1.0
16.02.2017;07. Jul;7.533.333.333.333.330;7.333.333.333.333.330;10.025.666.666.666.600;26.666.666.666.666.600;3.0;-999.0;;7.733.333.333.333.330;5.400.000.000.000.000;17.333.333.333.333.300;13.333.333.333.333.300
17.02.2017;06. Feb;8.933.333.333.333.330;7.333.333.333.333.330;998.9;5.666.666.666.666.660;04. Mai;-999.0;;8.466.666.666.666.660;5.433.333.333.333.330;14.666.666.666.666.600;2.0
18.02.2017;5.0;8.766.666.666.666.660;6.333.333.333.333.330;9.977.333.333.333.330;-3.303.333.333.333.330;0.0;-999.0;;7.666.666.666.666.660;41.000.000.000.000.000;26.666.666.666.666.600;1.0
19.02.2017;4.733.333.333.333.330;7.366.666.666.666.660;7.333.333.333.333.330;996.1;4.0;0.0;-999.0;;6.133.333.333.333.330;2.566.666.666.666.660;16.0;23.333.333.333.333.300
20.02.2017;08. Mai;7.266.666.666.666.660;7.666.666.666.666.660;9.955.333.333.333.330;8.0;01. Sep;-999.0;;8.066.666.666.666.660;6.266.666.666.666.660;20.0;36.666.666.666.666.600
21.02.2017;10.833.333.333.333.300;8.233.333.333.333.330;9.0;9.919.666.666.666.660;8.0;0.0;-999.0;;10.699.999.999.999.900;9.299.999.999.999.990;20.0;4.333.333.333.333.330
22.02.2017;10.233.333.333.333.300;7.166.666.666.666.660;9.0;9.893.333.333.333.330;7.666.666.666.666.660;0.0;-999.0;;8.966.666.666.666.660;7.766.666.666.666.660;18.666.666.666.666.600;4.333.333.333.333.330
23.02.2017;12.733.333.333.333.300;55.0;8.333.333.333.333.330;9.794.333.333.333.330;7.666.666.666.666.660;02. Aug;-999.0;;7.733.333.333.333.330;8.066.666.666.666.660;17.333.333.333.333.300;4.333.333.333.333.330
24.02.2017;4.866.666.666.666.660;81.0;8.333.333.333.333.330;9.869.666.666.666.660;7.666.666.666.666.660;0.4;-999.0;;7.066.666.666.666.660;35.666.666.666.666.600;26.666.666.666.666.600;2.0
25.02.2017;2.966.666.666.666.660;80.0;5.333.333.333.333.330;993.6;6.666.666.666.666.660;0.0;-999.0;;6.033.333.333.333.330;14.666.666.666.666.600;20.0;16.666.666.666.666.600
26.02.2017;07. Jul;57.666.666.666.666.600;8.333.333.333.333.330;9.890.666.666.666.660;6.0;0.0;-999.0;;56.000.000.000.000.000;38.666.666.666.666.600;24.0;26.666.666.666.666.600
27.02.2017;11.299.999.999.999.900;59.333.333.333.333.300;8.666.666.666.666.660;9.782.666.666.666.660;36.666.666.666.666.600;14. Jun;-999.0;;07. Jul;7.266.666.666.666.660;17.333.333.333.333.300;3.0
28.02.2017;06. Mrz;7.566.666.666.666.660;9.0;9.708.000.000.000.000;6.666.666.666.666.660;07. Mai;-999.0;;7.233.333.333.333.330;4.433.333.333.333.330;17.333.333.333.333.300;36.666.666.666.666.600
01.03.2017;7.166.666.666.666.660;7.433.333.333.333.330;9.0;981.1;7.333.333.333.333.330;04. Sep;-999.0;;7.533.333.333.333.330;5.166.666.666.666.660;18.666.666.666.666.600;4.0
02.03.2017;08. Mai;61.333.333.333.333.300;8.666.666.666.666.660;9.884.333.333.333.330;8.0;0.0;-999.0;;6.733.333.333.333.330;5.266.666.666.666.660;17.333.333.333.333.300;3.0
03.03.2017;6.266.666.666.666.660;6.966.666.666.666.660;8.0;9.808.666.666.666.660;8.0;0.0;-999.0;;6.566.666.666.666.660;3.733.333.333.333.330;16.0;1.0
04.03.2017;06. Mrz;8.233.333.333.333.330;7.333.333.333.333.330;9.675.666.666.666.660;8.0;02. Feb;-999.0;;7.900.000.000.000.000;48.999.999.999.999.900;16.0;23.333.333.333.333.300
05.03.2017;78.999.999.999.999.900;7.066.666.666.666.660;8.333.333.333.333.330;9.772.333.333.333.330;6.0;02. Jul;-999.0;;7.466.666.666.666.660;5.466.666.666.666.660;20.0;33.333.333.333.333.300
06.03.2017;6.633.333.333.333.330;8.033.333.333.333.330;7.0;9.765.666.666.666.660;7.666.666.666.666.660;09. Feb;-999.0;;7.833.333.333.333.330;5.133.333.333.333.330;24.0;3.0
07.03.2017;5.466.666.666.666.660;8.433.333.333.333.330;8.0;9.889.333.333.333.330;7.666.666.666.666.660;01. Feb;-999.0;;7.599.999.999.999.990;4.333.333.333.333.330;17.333.333.333.333.300;3.0
08.03.2017;6.233.333.333.333.330;77.0;7.0;9.939.333.333.333.330;7.666.666.666.666.660;03. Aug;-999.0;;7.166.666.666.666.660;04. Feb;16.0;33.333.333.333.333.300
09.03.2017;10.799.999.999.999.900;9.033.333.333.333.330;8.0;9.942.666.666.666.660;8.0;03. Feb;-999.0;;11.733.333.333.333.300;10.0;20.0;36.666.666.666.666.600
10.03.2017;8.633.333.333.333.330;67.0;5.666.666.666.666.660;9.982.333.333.333.330;13.333.333.333.333.300;0.0;-999.0;;71.000.000.000.000.000;5.566.666.666.666.660;12.0;13.333.333.333.333.300
11.03.2017;7.066.666.666.666.660;6.733.333.333.333.330;7.666.666.666.666.660;9.923.000.000.000.000;7.0;0.0;-999.0;;6.566.666.666.666.660;4.033.333.333.333.330;30.666.666.666.666.600;13.333.333.333.333.300
12.03.2017;7.933.333.333.333.330;68.0;8.0;985.9;23.333.333.333.333.300;0.0;-999.0;;6.933.333.333.333.330;4.966.666.666.666.660;17.333.333.333.333.300;0.6666666666666666
13.03.2017;07. Jul;62.0;8.0;9.957.666.666.666.660;4.333.333.333.333.330;0.0;-999.0;;6.233.333.333.333.330;04. Feb;20.0;13.333.333.333.333.300
14.03.2017;08. Apr;60.666.666.666.666.600;7.666.666.666.666.660;10.035.666.666.666.600;8.0;0.0;-999.0;;06. Mrz;4.633.333.333.333.330;8.0;0.6666666666666666
15.03.2017;9.200.000.000.000.000;7.366.666.666.666.660;6.666.666.666.666.660;1002.1;6.0;0.0;-999.0;;8.433.333.333.333.330;6.633.333.333.333.330;18.666.666.666.666.600;13.333.333.333.333.300
16.03.2017;10. Apr;6.766.666.666.666.660;6.333.333.333.333.330;995.5;0.6666666666666666;0.0;-999.0;;8.133.333.333.333.330;7.033.333.333.333.330;18.666.666.666.666.600;1.0
17.03.2017;11.633.333.333.333.300;6.966.666.666.666.660;6.666.666.666.666.660;9.891.666.666.666.660;36.666.666.666.666.600;0.0;-999.0;;9.200.000.000.000.000;8.366.666.666.666.660;17.333.333.333.333.300;26.666.666.666.666.600
18.03.2017;9.366.666.666.666.660;7.966.666.666.666.660;8.0;9.876.333.333.333.330;8.0;0.6;-999.0;;9.366.666.666.666.660;7.633.333.333.333.330;20.0;5.333.333.333.333.330
19.03.2017;12.366.666.666.666.600;76.0;9.0;9.874.333.333.333.330;7.666.666.666.666.660;0.0;-999.0;;10.933.333.333.333.300;10.133.333.333.333.300;18.666.666.666.666.600;4.333.333.333.333.330
20.03.2017;12. Jan;68.0;9.0;9.856.333.333.333.330;8.0;0.0;-999.0;;09. Mai;9.033.333.333.333.330;20.0;3.0
21.03.2017;10.466.666.666.666.600;7.133.333.333.333.330;8.0;9.843.333.333.333.330;7.666.666.666.666.660;10. Jan;-999.0;;8.833.333.333.333.330;7.766.666.666.666.660;22.666.666.666.666.600;33.333.333.333.333.300
22.03.2017;6.066.666.666.666.660;8.633.333.333.333.330;7.333.333.333.333.330;985.0;7.666.666.666.666.660;0.5;-999.0;;8.066.666.666.666.660;5.0;29.333.333.333.333.300;2.0
23.03.2017;11.366.666.666.666.600;72.0;7.666.666.666.666.660;9.841.999.999.999.990;8.0;0.0;-999.0;;9.433.333.333.333.330;8.466.666.666.666.660;18.666.666.666.666.600;16.666.666.666.666.600
24.03.2017;10.266.666.666.666.600;7.866.666.666.666.660;6.666.666.666.666.660;9.939.666.666.666.660;7.666.666.666.666.660;0.0;-999.0;;9.766.666.666.666.660;08. Mrz;22.666.666.666.666.600;2.0
25.03.2017;12. Apr;59.0;7.0;9.915.333.333.333.330;23.333.333.333.333.300;0.0;-999.0;;7.666.666.666.666.660;07. Jul;9.333.333.333.333.330;16.666.666.666.666.600
26.03.2017;9.666.666.666.666.660;61.0;7.666.666.666.666.660;9.926.666.666.666.660;6.0;0.0;-999.0;;7.066.666.666.666.660;5.933.333.333.333.330;21.333.333.333.333.300;16.666.666.666.666.600
27.03.2017;10. Sep;53.333.333.333.333.300;8.666.666.666.666.660;993.4;23.333.333.333.333.300;0.0;-999.0;;6.833.333.333.333.330;6.366.666.666.666.660;22.666.666.666.666.600;13.333.333.333.333.300
28.03.2017;13.566.666.666.666.600;59.0;8.333.333.333.333.330;9.953.333.333.333.330;0.3333333333333333;0.0;-999.0;;8.566.666.666.666.660;8.833.333.333.333.330;14.666.666.666.666.600;16.666.666.666.666.600
29.03.2017;13. Mai;59.666.666.666.666.600;8.666.666.666.666.660;9.987.000.000.000.000;8.0;0.0;-999.0;;8.633.333.333.333.330;9.0;8.0;1.0
30.03.2017;13.933.333.333.333.300;62.333.333.333.333.300;8.666.666.666.666.660;9.966.333.333.333.330;5.333.333.333.333.330;0.0;-999.0;;9.366.666.666.666.660;9.566.666.666.666.660;29.333.333.333.333.300;13.333.333.333.333.300
31.03.2017;14.933.333.333.333.300;55.333.333.333.333.300;8.333.333.333.333.330;9.894.333.333.333.330;7.333.333.333.333.330;0.0;-999.0;;8.533.333.333.333.330;9.466.666.666.666.660;21.333.333.333.333.300;16.666.666.666.666.600
01.04.2017;13.533.333.333.333.300;57.0;8.666.666.666.666.660;9.847.333.333.333.330;5.333.333.333.333.330;0.3;-999.0;;08. Mai;8.933.333.333.333.330;24.0;2.0
